document_id,ticker,company_name,report_year,dimension_code,raw_score,evidence_locator,evidence_exists,evidence_text_short,evidence_semantic_status,evidence_issue_type,score_evidence_alignment,needs_review,recommended_action,repair_status,repair_reason,numeric_issue_status
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR01,4,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR03,4,[MDA_P002],true,"[MDA_P002] Annual Report 2023 | Malayan Flour Mills Berhad 23 Financial Performance Highlights To begin with, the operating activities that contribute to MFM’s consolidated revenue are from the Flour and Grain Trading (“FGT”) and aquafeed b",strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR04,2,[MDA_P002],true,"[MDA_P002] Annual Report 2023 | Malayan Flour Mills Berhad 23 Financial Performance Highlights To begin with, the operating activities that contribute to MFM’s consolidated revenue are from the Flour and Grain Trading (“FGT”) and aquafeed b",strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2023,MFLOUR,MFM,2023,AR05,4,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR01,4,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis,strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR02,3,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR03,4,[MDA_P002],true,"[MDA_P002] ANNUAL REPORT 2024 | Malayan Flour Mills Berhad 25 Similarly, in aquaculture, we are committed to continuous innovation and refi nement of our products to enhance the quality of our aqua feeds and better meet client specifi catio",strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR04,4,[MDA_P002],true,"[MDA_P002] ANNUAL REPORT 2024 | Malayan Flour Mills Berhad 25 Similarly, in aquaculture, we are committed to continuous innovation and refi nement of our products to enhance the quality of our aqua feeds and better meet client specifi catio",strong,none,aligned,false,accept,,,
MDA_3662_MFLOUR_2024,MFLOUR,MFM,2024,AR05,4,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis,strong,none,aligned,false,accept,,,
MDA_3689_FN_2020,FN,FNHB,2020,AR01,4,[MDA_P001],true,"[MDA_P001] BUSINESS REVIEW: Food and Beverages Malaysia Managing Director, Domestic Commercial Operations (Peninsular Malaysia) Bryan Lee Chee Kong Director, Domestic Commercial Operations (East Malaysia & Brunei) Bart Lim Siang Chin",strong,none,aligned,false,accept,,,
MDA_3689_FN_2020,FN,FNHB,2020,AR02,4,[MDA_P001],true,"[MDA_P001] BUSINESS REVIEW: Food and Beverages Malaysia Managing Director, Domestic Commercial Operations (Peninsular Malaysia) Bryan Lee Chee Kong Director, Domestic Commercial Operations (East Malaysia & Brunei) Bart Lim Siang Chin",weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_3689_FN_2020,FN,FNHB,2020,AR03,2,[MDA_P002],true,"[MDA_P002] ANNUAL REPORT 2020 md&a Complementing online sales, we strengthened our route to market by partnering other merchants as well as F&B outlets with whom we bundled our products. We also penetrated deeper into previously unserved ar",strong,none,aligned,false,accept,,,
MDA_3689_FN_2020,FN,FNHB,2020,AR04,2,[MDA_P007],true,"[MDA_P007] BUSINESS REVIEW: Food and Beverages Malaysia (Cont’d.) OUTLOOK The immediate future is wrought with the ongoing pandemic as well as local and global uncertainties. Despite the volatile landscape, we have been able to discern emer",strong,none,aligned,false,accept,,,
MDA_3689_FN_2020,FN,FNHB,2020,AR05,5,[MDA_P001],true,"[MDA_P001] BUSINESS REVIEW: Food and Beverages Malaysia Managing Director, Domestic Commercial Operations (Peninsular Malaysia) Bryan Lee Chee Kong Director, Domestic Commercial Operations (East Malaysia & Brunei) Bart Lim Siang Chin",acceptable,none,aligned,false,accept,,,
MDA_3689_FN_2021,FN,FNHB,2021,AR01,4,[MDA_P001],true,[MDA_P001] Management Discussion & Analysis,strong,none,aligned,false,accept,,,
MDA_3689_FN_2021,FN,FNHB,2021,AR02,3,[MDA_P002],true,"[MDA_P002] Market Review FY2021 has been signiﬁcantly more challenging than FY2020 for our Malaysian, Thai and Export operations for three main reasons: Covid-19, the increase in price of commodities, as well as that of freight charges. In",weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_3689_FN_2021,FN,FNHB,2021,AR03,2,[MDA_P002],true,"[MDA_P002] Market Review FY2021 has been signiﬁcantly more challenging than FY2020 for our Malaysian, Thai and Export operations for three main reasons: Covid-19, the increase in price of commodities, as well as that of freight charges. In",strong,none,aligned,false,accept,,,
MDA_3689_FN_2021,FN,FNHB,2021,AR04,4,[MDA_P002],true,"[MDA_P002] Market Review FY2021 has been signiﬁcantly more challenging than FY2020 for our Malaysian, Thai and Export operations for three main reasons: Covid-19, the increase in price of commodities, as well as that of freight charges. In",strong,none,aligned,false,accept,,,
MDA_3689_FN_2021,FN,FNHB,2021,AR05,4,[MDA_P001],true,[MDA_P001] Management Discussion & Analysis,strong,none,aligned,false,accept,,,
MDA_3689_FN_2022,FN,FNHB,2022,AR01,2,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restric",strong,none,aligned,false,accept,,,
MDA_3689_FN_2022,FN,FNHB,2022,AR02,2,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restric",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_3689_FN_2022,FN,FNHB,2022,AR03,2,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restric",strong,none,aligned,false,accept,,,
MDA_3689_FN_2022,FN,FNHB,2022,AR04,2,[MDA_P002],true,"[MDA_P002] Key factors reigning in a fuller recovery are high inflation and muted trade with China, which has enforced several lockdowns in attempts to maintain zero-COVID. Economic growth discrepancy aside, both countries continue to be af",strong,none,aligned,false,accept,,,
MDA_3689_FN_2022,FN,FNHB,2022,AR05,2,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis Strategic Review Market Review OUR OPERATING LANDSCAPE The year 2022 has been marked by two key and opposing factors. Positively, it has seen the gradual unravelling of movement and social restric",strong,none,aligned,false,accept,,,
MDA_3689_FN_2023,FN,FNHB,2023,AR01,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Annual Report 2023 MARKET REVIEW A. Strategic Review In May 2023, the World Health Organization (WHO) declared that COVID-19 “no longer constitutes a public health emergency of international conce",strong,none,aligned,false,accept,,,
MDA_3689_FN_2023,FN,FNHB,2023,AR02,3,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Annual Report 2023 MARKET REVIEW A. Strategic Review In May 2023, the World Health Organization (WHO) declared that COVID-19 “no longer constitutes a public health emergency of international conce",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_3689_FN_2023,FN,FNHB,2023,AR03,2,[MDA_P002],true,"[MDA_P002] In Malaysia, Bank Negara forecasts that the economy will benefit from robust domestic demand, the implementation of major infrastructure projects as well as recovering tourism to expand between 4.0% and 5.0%. Nevertheless, this i",strong,none,aligned,false,accept,,,
MDA_3689_FN_2023,FN,FNHB,2023,AR04,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Annual Report 2023 MARKET REVIEW A. Strategic Review In May 2023, the World Health Organization (WHO) declared that COVID-19 “no longer constitutes a public health emergency of international conce",strong,none,aligned,false,accept,,,
MDA_3689_FN_2023,FN,FNHB,2023,AR05,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Annual Report 2023 MARKET REVIEW A. Strategic Review In May 2023, the World Health Organization (WHO) declared that COVID-19 “no longer constitutes a public health emergency of international conce",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2020,PPB,PPB,2020,AR01,4,[MDA_P001],true,"[MDA_P001] Financial Review 4,190,690 1,420,933 4,683,776 1,271,628 The Group achieved total revenue of RM4.19 billion, 11% lower than FY2019. This was mainly attributable to lower revenue from the Film exhibition and distribution segment.",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2020,PPB,PPB,2020,AR02,3,[MDA_P001],true,"[MDA_P001] Financial Review 4,190,690 1,420,933 4,683,776 1,271,628 The Group achieved total revenue of RM4.19 billion, 11% lower than FY2019. This was mainly attributable to lower revenue from the Film exhibition and distribution segment.",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4065_PPB_2020,PPB,PPB,2020,AR03,2,[MDA_P001],true,"[MDA_P001] Financial Review 4,190,690 1,420,933 4,683,776 1,271,628 The Group achieved total revenue of RM4.19 billion, 11% lower than FY2019. This was mainly attributable to lower revenue from the Film exhibition and distribution segment.",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2020,PPB,PPB,2020,AR04,4,[MDA_P001],true,"[MDA_P001] Financial Review 4,190,690 1,420,933 4,683,776 1,271,628 The Group achieved total revenue of RM4.19 billion, 11% lower than FY2019. This was mainly attributable to lower revenue from the Film exhibition and distribution segment.",acceptable,none,aligned,false,accept,,,
MDA_4065_PPB_2020,PPB,PPB,2020,AR05,4,[MDA_P001],true,"[MDA_P001] Financial Review 4,190,690 1,420,933 4,683,776 1,271,628 The Group achieved total revenue of RM4.19 billion, 11% lower than FY2019. This was mainly attributable to lower revenue from the Film exhibition and distribution segment.",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2021,PPB,PPB,2021,AR01,4,[MDA_P001],true,[MDA_P001] Annual Report for a more detailed management discussion and analysis of our business operations and performance in FY2021. COVID-19 Initiatives PPB Group continued to undertake various initiatives to support the community during,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2021,PPB,PPB,2021,AR02,2,[MDA_P004],true,"[MDA_P004] GRAINS AND AGRIBUSINESS SEGMENT The Grains and Agribusiness segment is the largest contributor to Group revenue. This segment comprises Flour Milling, Feed Milling, Corn Trading and Livestock Farming, contributing 78% of the Grou",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4065_PPB_2021,PPB,PPB,2021,AR03,2,[MDA_P002],true,"[MDA_P002] MANAGING DIRECTOR’S REVIEW Dear Shareholders, The PPB Group performed satisfactorily in 2021 despite the continuing COVID-19 pandemic. Notwithstanding the difficulties faced by our businesses, the Group results remained stable, d",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2021,PPB,PPB,2021,AR04,4,[MDA_P005],true,[MDA_P005] Flour Milling Animal Feed Milling Navigating the Pandemic FFM Group’s increased revenue for 2021 was due to the higher selling prices and sales volume in both Indonesia and Vietnam. The rise in raw materials cost contributed to t,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2021,PPB,PPB,2021,AR05,2,[MDA_P001],true,[MDA_P001] Annual Report for a more detailed management discussion and analysis of our business operations and performance in FY2021. COVID-19 Initiatives PPB Group continued to undertake various initiatives to support the community during,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2022,PPB,PPB,2022,AR01,4,[MDA_P001],true,"[MDA_P001] PPB Group Berhad | Annual Report 2022 PPB Group Berhad | Annual Report 2022 MESSAGES FROM OUR LEADERS Managing director’s review Dear Shareholders, In 2022, Malaysia’s economy strengthened with the reopening of international bord",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2022,PPB,PPB,2022,AR02,3,[MDA_P001],true,"[MDA_P001] PPB Group Berhad | Annual Report 2022 PPB Group Berhad | Annual Report 2022 MESSAGES FROM OUR LEADERS Managing director’s review Dear Shareholders, In 2022, Malaysia’s economy strengthened with the reopening of international bord",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4065_PPB_2022,PPB,PPB,2022,AR03,4,[MDA_P001],true,"[MDA_P001] PPB Group Berhad | Annual Report 2022 PPB Group Berhad | Annual Report 2022 MESSAGES FROM OUR LEADERS Managing director’s review Dear Shareholders, In 2022, Malaysia’s economy strengthened with the reopening of international bord",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2022,PPB,PPB,2022,AR04,4,[MDA_P001],true,"[MDA_P001] PPB Group Berhad | Annual Report 2022 PPB Group Berhad | Annual Report 2022 MESSAGES FROM OUR LEADERS Managing director’s review Dear Shareholders, In 2022, Malaysia’s economy strengthened with the reopening of international bord",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2022,PPB,PPB,2022,AR05,4,[MDA_P001],true,"[MDA_P001] PPB Group Berhad | Annual Report 2022 PPB Group Berhad | Annual Report 2022 MESSAGES FROM OUR LEADERS Managing director’s review Dear Shareholders, In 2022, Malaysia’s economy strengthened with the reopening of international bord",strong,none,aligned,false,accept,,,
MDA_4065_PPB_2023,PPB,PPB,2023,AR01,5,[MDA_P001],true,[MDA_P001] Managing director’s review Managing director’s review NAVIGATING THE YEAR AND BEYOND PPB Group Berhad remained resilient and committed to sustainable growth to navigate the challenging year. As a conglomerate engaged in diverse b,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2023,PPB,PPB,2023,AR02,3,[MDA_P001],true,[MDA_P001] Managing director’s review Managing director’s review NAVIGATING THE YEAR AND BEYOND PPB Group Berhad remained resilient and committed to sustainable growth to navigate the challenging year. As a conglomerate engaged in diverse b,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4065_PPB_2023,PPB,PPB,2023,AR03,4,[MDA_P001],true,[MDA_P001] Managing director’s review Managing director’s review NAVIGATING THE YEAR AND BEYOND PPB Group Berhad remained resilient and committed to sustainable growth to navigate the challenging year. As a conglomerate engaged in diverse b,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2023,PPB,PPB,2023,AR04,4,[MDA_P001],true,[MDA_P001] Managing director’s review Managing director’s review NAVIGATING THE YEAR AND BEYOND PPB Group Berhad remained resilient and committed to sustainable growth to navigate the challenging year. As a conglomerate engaged in diverse b,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2023,PPB,PPB,2023,AR05,4,[MDA_P001],true,[MDA_P001] Managing director’s review Managing director’s review NAVIGATING THE YEAR AND BEYOND PPB Group Berhad remained resilient and committed to sustainable growth to navigate the challenging year. As a conglomerate engaged in diverse b,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2024,PPB,PPB,2024,AR01,2,[MDA_P001],true,[MDA_P001] PERFORMANCE REVIEW PPB Group Berhad Annual Report 2024,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2024,PPB,PPB,2024,AR02,3,[MDA_P016],true,"[MDA_P016] Revenue 5,386 5,721 (5.9) Profit before taxation 1,333 1,488 (10.4) Profit after taxation 1,242 1,421 (12.6) Profit attributable to owners of the parent 1,219 1,394 (12.6)",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4065_PPB_2024,PPB,PPB,2024,AR03,2,[MDA_P016],true,"[MDA_P016] Revenue 5,386 5,721 (5.9) Profit before taxation 1,333 1,488 (10.4) Profit after taxation 1,242 1,421 (12.6) Profit attributable to owners of the parent 1,219 1,394 (12.6)",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_4065_PPB_2024,PPB,PPB,2024,AR04,4,[MDA_P004],true,[MDA_P004] 6. Supply chain disruption risk Disruptive worldwide events such as climate change and geopolitical tensions expose the Group to supply chain,strong,none,aligned,false,accept,,,
MDA_4065_PPB_2024,PPB,PPB,2024,AR05,2,[MDA_P001],true,[MDA_P001] PERFORMANCE REVIEW PPB Group Berhad Annual Report 2024,strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2020,NESTLE,Nestle Malaysia Berhad,2020,AR01,4,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis FINANCIAL REVIEW At the very onset of the pandemic, we quickly realigned our priorities significantly to ramp up safety, health and preventive measures for our people and to preserve operational c",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2020,NESTLE,Nestle Malaysia Berhad,2020,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis FINANCIAL REVIEW At the very onset of the pandemic, we quickly realigned our priorities significantly to ramp up safety, health and preventive measures for our people and to preserve operational c",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4707_NESTLE_2020,NESTLE,Nestle Malaysia Berhad,2020,AR03,2,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis FINANCIAL REVIEW At the very onset of the pandemic, we quickly realigned our priorities significantly to ramp up safety, health and preventive measures for our people and to preserve operational c",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2020,NESTLE,Nestle Malaysia Berhad,2020,AR04,2,[MDA_P002],true,"[MDA_P002] OPERATIONAL & BUSINESS REVIEW Every challenge also brings new opportunities, and our teams remained focused, proactive and entrepreneurial to tap into each potential opportunity. Nestlé Malaysia continued to demonstrate resilienc",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2020,NESTLE,Nestle Malaysia Berhad,2020,AR05,4,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis FINANCIAL REVIEW At the very onset of the pandemic, we quickly realigned our priorities significantly to ramp up safety, health and preventive measures for our people and to preserve operational c",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2021,NESTLE,Nestle Malaysia Berhad,2021,AR01,4,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “By staying focused on what mattered, Nestlé Malaysia has been able to manage the ongoing challenges of the pandemic in 2021, accelerating growth and improving year-on-year profitability, while",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2021,NESTLE,Nestle Malaysia Berhad,2021,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “By staying focused on what mattered, Nestlé Malaysia has been able to manage the ongoing challenges of the pandemic in 2021, accelerating growth and improving year-on-year profitability, while",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4707_NESTLE_2021,NESTLE,Nestle Malaysia Berhad,2021,AR03,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “By staying focused on what mattered, Nestlé Malaysia has been able to manage the ongoing challenges of the pandemic in 2021, accelerating growth and improving year-on-year profitability, while",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2021,NESTLE,Nestle Malaysia Berhad,2021,AR04,4,[MDA_P002],true,"[MDA_P002] Overall, solid growth in combination with our disciplined approach to cost management and the partial mitigation of the impact from commodity headwinds allowed us to record a recovery in profit after tax of RM569.8 million for th",acceptable,none,aligned,false,accept,,,
MDA_4707_NESTLE_2021,NESTLE,Nestle Malaysia Berhad,2021,AR05,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “By staying focused on what mattered, Nestlé Malaysia has been able to manage the ongoing challenges of the pandemic in 2021, accelerating growth and improving year-on-year profitability, while",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2022,NESTLE,Nestle Malaysia Berhad,2022,AR01,4,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis FINANCIAL REVIEW The year shaped up to be one of solid recovery post-COVID lockdowns, amidst global volatile conditions and commodities inflation. We sharpened our focus to keep upholding the tr",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2022,NESTLE,Nestle Malaysia Berhad,2022,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis FINANCIAL REVIEW The year shaped up to be one of solid recovery post-COVID lockdowns, amidst global volatile conditions and commodities inflation. We sharpened our focus to keep upholding the tr",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4707_NESTLE_2022,NESTLE,Nestle Malaysia Berhad,2022,AR03,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis FINANCIAL REVIEW The year shaped up to be one of solid recovery post-COVID lockdowns, amidst global volatile conditions and commodities inflation. We sharpened our focus to keep upholding the tr",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2022,NESTLE,Nestle Malaysia Berhad,2022,AR04,4,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis FINANCIAL REVIEW The year shaped up to be one of solid recovery post-COVID lockdowns, amidst global volatile conditions and commodities inflation. We sharpened our focus to keep upholding the tr",acceptable,none,aligned,false,accept,,,
MDA_4707_NESTLE_2022,NESTLE,Nestle Malaysia Berhad,2022,AR05,4,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis FINANCIAL REVIEW The year shaped up to be one of solid recovery post-COVID lockdowns, amidst global volatile conditions and commodities inflation. We sharpened our focus to keep upholding the tr",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2023,NESTLE,Nestle Malaysia Berhad,2023,AR01,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “In the face of global headwinds and uncertainties, Nestlé Malaysia demonstrated continued resilience in 2023, always guided by our commitment to fulfil the diverse expectations of Malaysians an",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2023,NESTLE,Nestle Malaysia Berhad,2023,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “In the face of global headwinds and uncertainties, Nestlé Malaysia demonstrated continued resilience in 2023, always guided by our commitment to fulfil the diverse expectations of Malaysians an",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4707_NESTLE_2023,NESTLE,Nestle Malaysia Berhad,2023,AR03,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “In the face of global headwinds and uncertainties, Nestlé Malaysia demonstrated continued resilience in 2023, always guided by our commitment to fulfil the diverse expectations of Malaysians an",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2023,NESTLE,Nestle Malaysia Berhad,2023,AR04,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “In the face of global headwinds and uncertainties, Nestlé Malaysia demonstrated continued resilience in 2023, always guided by our commitment to fulfil the diverse expectations of Malaysians an",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2023,NESTLE,Nestle Malaysia Berhad,2023,AR05,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “In the face of global headwinds and uncertainties, Nestlé Malaysia demonstrated continued resilience in 2023, always guided by our commitment to fulfil the diverse expectations of Malaysians an",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2024,NESTLE,Nestle Malaysia Berhad,2024,AR01,4,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “Through the significant external challenges confronted in 2024, Nestlé Malaysia remained focused on consistently delivering on our mission to provide high-quality nutrition, foods and beverages",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2024,NESTLE,Nestle Malaysia Berhad,2024,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “Through the significant external challenges confronted in 2024, Nestlé Malaysia remained focused on consistently delivering on our mission to provide high-quality nutrition, foods and beverages",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_4707_NESTLE_2024,NESTLE,Nestle Malaysia Berhad,2024,AR03,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “Through the significant external challenges confronted in 2024, Nestlé Malaysia remained focused on consistently delivering on our mission to provide high-quality nutrition, foods and beverages",acceptable,none,aligned,false,accept,,,
MDA_4707_NESTLE_2024,NESTLE,Nestle Malaysia Berhad,2024,AR04,4,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “Through the significant external challenges confronted in 2024, Nestlé Malaysia remained focused on consistently delivering on our mission to provide high-quality nutrition, foods and beverages",strong,none,aligned,false,accept,,,
MDA_4707_NESTLE_2024,NESTLE,Nestle Malaysia Berhad,2024,AR05,2,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis “Through the significant external challenges confronted in 2024, Nestlé Malaysia remained focused on consistently delivering on our mission to provide high-quality nutrition, foods and beverages",strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2021,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2021,AR01,2,[MDA_P001],true,[MDA_P001] Performance Review -Staff Annual Dinner -Employee Events -Knowledge Sharing Sessions -Management Meetings -Satisfaction Survey -Conventions -Roadshows -Marketing Materials -Store Openings -Events and Seminars -Meetings -Briefings,strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2021,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2021,AR02,3,[MDA_P005],true,"[MDA_P005] As such, knowing exactly what principals expect from us improves our bottom line and strengthens our reputation in the long term. Engaging with our principals regularly enable us to understand their needs and expectations, identi",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5008_HARISON_2021,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2021,AR03,2,[MDA_P004],true,[MDA_P004] 6) Managing Sustainability ECONOMIC Financial Performance We are committed to achieving economic sustainability growth for our shareholders. We conduct our business in compliance with applicable laws and regulations and in accord,strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2021,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2021,AR04,2,[MDA_P004],true,[MDA_P004] 6) Managing Sustainability ECONOMIC Financial Performance We are committed to achieving economic sustainability growth for our shareholders. We conduct our business in compliance with applicable laws and regulations and in accord,strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2021,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2021,AR05,2,[MDA_P001],true,[MDA_P001] Performance Review -Staff Annual Dinner -Employee Events -Knowledge Sharing Sessions -Management Meetings -Satisfaction Survey -Conventions -Roadshows -Marketing Materials -Store Openings -Events and Seminars -Meetings -Briefings,strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2022,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2022,AR01,4,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2022,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2022,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_5008_HARISON_2022,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2022,AR03,2,[MDA_P003],true,[MDA_P003] Gross Profit increased from RM216.78 million in financial year 2021 to RM254.15 million in financial year 2022. Gross Margin was higher in financial year 2022 due to lower cost of sales arising from higher incentives from princip,acceptable,none,aligned,false,accept,,,
MDA_5008_HARISON_2022,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2022,AR04,2,[MDA_P035],true,"[MDA_P035] On the global front, we expect global geopolitical tensions, slow global growth, increase food prices and affordability to impact the domestic economy 2023. However, 85% of our business is in the FMCG sector and it has been prove",strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2022,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2022,AR05,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept,,,
MDA_5008_HARISON_2023,HARISON,Harrisons Holdings (Malaysia) Berhad - 2020,2023,AR01,5,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept,,,
