document_id,ticker,company_name,report_year,dimension_code,stability_case_type,failure_reason,source_file,raw_output_path,parsed_output_path,evidence_locator,evidence_exists,score_current,score_comparison,score_diff,needs_rescore,recommended_action,action_status,action_detail,repair_raw_output_path,repair_parsed_output_path,created_at
MDA_3026_DLADY_2021,DLADY,DL,2021,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_3026_DLADY_2021_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,false,repair_json_only,manual_required,"parser recovered JSON, but the payload is not a strict single-dimension object.",/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/05_raw_model_outputs/mda_stability_repair/MDA_3026_DLADY_2021_ALL_raw.txt,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_stability_repair/per_document/MDA_3026_DLADY_2021_parsed.json,2026-06-19T06:40:26+00:00
MDA_3026_DLADY_2021,DLADY,DL,2021,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_3026_DLADY_2021_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,false,repair_json_only,manual_required,"parser recovered JSON, but the payload is not a strict single-dimension object.",/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/05_raw_model_outputs/mda_stability_repair/MDA_3026_DLADY_2021_ALL_raw.txt,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_stability_repair/per_document/MDA_3026_DLADY_2021_parsed.json,2026-06-19T06:40:26+00:00
MDA_3026_DLADY_2021,DLADY,DL,2021,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_3026_DLADY_2021,DLADY,DL,2021,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_3026_DLADY_2021,DLADY,DL,2021,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_3026_DLADY_2021,DLADY,DL,2021,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_3026_DLADY_2021,DLADY,DL,2021,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2836_CARLSBG_2022_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,false,repair_json_only,manual_required,"parser recovered JSON, but the payload is not a strict single-dimension object.",/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/05_raw_model_outputs/mda_stability_repair/MDA_2836_CARLSBG_2022_ALL_raw.txt,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_stability_repair/per_document/MDA_2836_CARLSBG_2022_parsed.json,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2836_CARLSBG_2022_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,false,repair_json_only,manual_required,"parser recovered JSON, but the payload is not a strict single-dimension object.",/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/05_raw_model_outputs/mda_stability_repair/MDA_2836_CARLSBG_2022_ALL_raw.txt,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_stability_repair/per_document/MDA_2836_CARLSBG_2022_parsed.json,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,false,repair_json_only,manual_required,"parser recovered JSON, but the payload is not a strict single-dimension object.",/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/05_raw_model_outputs/mda_stability_repair/MDA_7103_SPRITZER_2023_ALL_raw.txt,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_stability_repair/per_document/MDA_7103_SPRITZER_2023_parsed.json,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,false,repair_json_only,manual_required,"parser recovered JSON, but the payload is not a strict single-dimension object.",/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/05_raw_model_outputs/mda_stability_repair/MDA_7103_SPRITZER_2023_ALL_raw.txt,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_stability_repair/per_document/MDA_7103_SPRITZER_2023_parsed.json,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,ALL,stability_batch,structure_comparison_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,exclude_from_comparison_as_not_comparable,excluded_from_stability_comparison_only,Case is documented as non-comparable for the relevant stability comparison; it is not deleted from final data.,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only,blocked_ollama_unavailable,qwen3:8b rerun was not attempted because Ollama/model is unavailable. HTTP 502:,,,2026-06-19T06:40:26+00:00
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR02,numeric_checker,AR02_numeric_discrepancy,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/03_numeric_checks/mda_v2_numeric_checks_summary.csv,,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,,,,,,false,fix_numeric_checker,manual_required,AR02 numeric discrepancy is marked for numeric-checker review only; no LLM math or score change was performed.,,,2026-06-19T06:40:26+00:00
