document_id,ticker,company_name,report_year,dimension_code,stability_case_type,failure_reason,source_file,raw_output_path,parsed_output_path,evidence_locator,evidence_exists,score_current,score_comparison,score_diff,needs_rescore,recommended_action
MDA_3026_DLADY_2021,DLADY,DL,2021,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_3026_DLADY_2021_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,false,repair_json_only
MDA_3026_DLADY_2021,DLADY,DL,2021,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_3026_DLADY_2021_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,false,repair_json_only
MDA_3026_DLADY_2021,DLADY,DL,2021,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_3026_DLADY_2021,DLADY,DL,2021,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_3026_DLADY_2021,DLADY,DL,2021,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_3026_DLADY_2021,DLADY,DL,2021,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_3026_DLADY_2021,DLADY,DL,2021,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2021_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2021_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2836_CARLSBG_2022_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,false,repair_json_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2836_CARLSBG_2022_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,false,repair_json_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2836_CARLSBG_2022,CARLSBG,Carlsberg Brewery Malaysia Berhad,2022,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2836_CARLSBG_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2836_CARLSBG_2022_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,false,repair_json_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,false,repair_json_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,ALL,stability_batch,structure_comparison_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,exclude_from_comparison_as_not_comparable
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_7103_SPRITZER_2023_critique_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_7103_SPRITZER_2023_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR02,numeric_checker,AR02_numeric_discrepancy,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/03_numeric_checks/mda_v2_numeric_checks_summary.csv,,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_7103_SPRITZER_2023_parsed.json,,,,,,false,fix_numeric_checker
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2828_CIHLDG_2024_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,false,repair_json_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2828_CIHLDG_2024_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,false,repair_json_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,AR02,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,AR03,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,AR04,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,AR05,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_2828_CIHLDG_2024_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_2828_CIHLDG_2024_parsed.json,,,,,,true,rerun_failed_dimension_only
MDA_2828_CIHLDG_2024,CIHLDG,CIHB,2024,AR02,numeric_checker,AR02_numeric_discrepancy,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/03_numeric_checks/mda_v2_numeric_checks_summary.csv,,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_2828_CIHLDG_2024_parsed.json,,,,,,false,fix_numeric_checker
MDA_3026_DLADY_2022,DLADY,DL,2022,ALL,stability_batch,json_parse_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_3026_DLADY_2022_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2022_parsed.json,,,,,,false,repair_json_only
MDA_3026_DLADY_2022,DLADY,DL,2022,ALL,stability_batch,schema_validation_failure,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/per_document/MDA_3026_DLADY_2022_parsed.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2022_parsed.json,,,,,,false,repair_json_only
MDA_3026_DLADY_2022,DLADY,DL,2022,AR01,stability_batch,missing_dimension,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/06_ratings/mda_v2_stability_batch/mda_v2_stability_ratings_long.csv,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/05_raw_model_outputs/mda/MDA_3026_DLADY_2022_attempt_3.json,/Users/zhaojiahao/Documents/马来西亚F&B/06_scoring/_self_correction/mda_v2_stability_batch_tmp/06_ratings/per_document/mda/MDA_3026_DLADY_2022_parsed.json,,,,,,true,rerun_failed_dimension_only
