document_id,ticker,company_name,report_year,dimension_code,raw_score,evidence_locator,evidence_exists,evidence_text_short,evidence_semantic_status,evidence_issue_type,score_evidence_alignment,needs_review,recommended_action,repair_status,repair_reason,numeric_issue_status
MDA_5187_HBGLOB_2024,HBGLOB,HB Global Limited,2024,AR02,2,[MDA_P008],true,[MDA_P008] ANNUAL REPORT 2024 HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Gross Margin FYE 2024 FYE 2023 Changes RMB’ million RMB’ million % Revenue 80.726 80.049 0.8 Cost of Sales (65.420) (78.995) -17.18 Gross Profit 15.,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5188_CNOUHUA_2020,CNOUHUA,China Ouhua Winery Holdings Limited,2020,AR02,3,[MDA_P002],true,[MDA_P002] Annual Report 2020,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5188_CNOUHUA_2021,CNOUHUA,China Ouhua Winery Holdings Limited,2021,AR02,3,[MDA_P002],true,[MDA_P002] Annual Report 2021,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5188_CNOUHUA_2022,CNOUHUA,China Ouhua Winery Holdings Limited,2022,AR02,3,[MDA_P002],true,[MDA_P002] Annual Report 2022,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5188_CNOUHUA_2023,CNOUHUA,China Ouhua Winery Holdings Limited,2023,AR02,3,[MDA_P002],true,[MDA_P002] Annual Report 2023,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5188_CNOUHUA_2024,CNOUHUA,China Ouhua Winery Holdings Limited,2024,AR02,3,[MDA_P002],true,[MDA_P002] Annual Report 2024,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5202_MSM_2020,MSM,MSM,2020,AR02,3,[MDA_P001],true,"[MDA_P001] GROUP CHIEF EXECUTIVE OFFICER REVIEW Generally, the business community in Malaysia is experiencing tighter cash flow due to enforced business closures as part of the government’s movement control order (MCO) from March to May 202",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5202_MSM_2021,MSM,MSM,2021,AR02,3,[MDA_P002],true,[MDA_P002] REVIEW,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5202_MSM_2021,MSM,MSM,2021,AR03,2,[MDA_P003],true,"[MDA_P003] Key Financial Performance Indicators MSM uses several key financial indicators to measure its financial performance. These key financial indicators are: Revenue, Profit Before Tax (PBT), Return on Capital Employed (ROCE), Net Deb",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_5202_MSM_2022,MSM,MSM,2022,AR02,3,[MDA_P001],true,"[MDA_P001] Business Review NY11 RAW SUGAR PRICE PROCUREMENT OF RAW SUGAR 1,008,959 tonnes 968,646 tonnes 1,092,869 tonnes NY11 RAW SUGAR PRICE",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5202_MSM_2022,MSM,MSM,2022,AR03,2,[MDA_P001],true,"[MDA_P001] Business Review NY11 RAW SUGAR PRICE PROCUREMENT OF RAW SUGAR 1,008,959 tonnes 968,646 tonnes 1,092,869 tonnes NY11 RAW SUGAR PRICE",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_5202_MSM_2023,MSM,MSM,2023,AR02,2,[MDA_P001],true,[MDA_P001] MSM AT A GLANCE A PERSPECTIVE FROM OUR LEADERSHIP OUR APPROACH TO VALUE CREATION OUR GROUP BUSINESS REVIEW MSM Malaysia Holdings Berhad Sustainable Excellence Through Integration GROUP FINANCIAL REVIEW DR MAZATUL 'AINI SHAHAR ABD,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5202_MSM_2024,MSM,MSM,2024,AR02,3,[MDA_P001],true,"[MDA_P001] Discussion and Analysis (MD&A). In addition, corporate announcements are made to keep shareholders informed of significant developments affecting the Company, in full compliance with the Listing Requirements. The Board also ensur",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5306_FFB_2022,FFB,FarmFresh,2022,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OUR VALUE CREATING BUSINESS MODEL,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_5306_FFB_2023,FFB,FarmFresh,2023,AR02,2,[MDA_P047],true,"[MDA_P047] The Group faced a variety of macroeconomic challenges during the year, Despite recording commendable topline growth, the unprecedented rising costs have resulted in our margins compressing, resulting in lower profitability of the",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5306_FFB_2024,FFB,FarmFresh,2024,AR02,3,[MDA_P004],true,"[MDA_P004] Since 2014, we have adopted regenerative agricultural practices to minimise waste and responsibly use natural resources. Building on these efforts, we have identified biogas facilities as a promising sustainability initiative. Th",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_5533_OCB_2020,OCB,OCB Berhad,2020,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_5533_OCB_2021,OCB,OCB Berhad,2021,AR02,3,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_5533_OCB_2021,OCB,OCB Berhad,2021,AR03,2,[MDA_P002],true,[MDA_P002] Registration No. 195901000114 (3465-H) REVIEW OF THE OPERATING ACTIVITIES (cont’d) Consumer Foods Division (cont’d) Spices & Seasonings Specialities Sdn. Bhd. received the FSSC 22000 certification in August 2021. With this certif,weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_5533_OCB_2022,OCB,OCB Berhad,2022,AR01,5,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis The Board of Directors of OCB Berhad (“OCB” or “the Company”) (“Board”) and the Management are pleased to present material non-financial information on OCB and its group of companies (“OCB Group,weak,non_mda_noise,partial,true,manual_required,manual_required,repair_output_still_invalid,
MDA_5533_OCB_2022,OCB,OCB Berhad,2022,AR02,3,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis The Board of Directors of OCB Berhad (“OCB” or “the Company”) (“Board”) and the Management are pleased to present material non-financial information on OCB and its group of companies (“OCB Group,weak,non_mda_noise,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_5533_OCB_2022,OCB,OCB Berhad,2022,AR05,4,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis The Board of Directors of OCB Berhad (“OCB” or “the Company”) (“Board”) and the Management are pleased to present material non-financial information on OCB and its group of companies (“OCB Group,weak,non_mda_noise,partial,true,manual_required,manual_required,repair_output_still_invalid,
MDA_5533_OCB_2023,OCB,OCB Berhad,2023,AR01,4,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS The Board of Directors of OCB Berhad (“OCB” or “the Company”) and the Management are pleased to present material non-financial information on OCB and its group of companies (“OCB Group” or “the,weak,non_mda_noise,partial,true,manual_required,manual_required,repair_output_still_invalid,
MDA_5533_OCB_2023,OCB,OCB Berhad,2023,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS The Board of Directors of OCB Berhad (“OCB” or “the Company”) and the Management are pleased to present material non-financial information on OCB and its group of companies (“OCB Group” or “the,weak,non_mda_noise,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_5533_OCB_2023,OCB,OCB Berhad,2023,AR05,4,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS The Board of Directors of OCB Berhad (“OCB” or “the Company”) and the Management are pleased to present material non-financial information on OCB and its group of companies (“OCB Group” or “the,weak,non_mda_noise,partial,true,manual_required,manual_required,repair_output_still_invalid,
MDA_5533_OCB_2024,OCB,OCB Berhad,2024,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_6203_KHEESAN_2021,KHEESAN,Khee San Berhad,2021,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS (cont’d) Khee San Berhad Annual Report Registration No.: 199401018697 (304376-A),acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6203_KHEESAN_2022,KHEESAN,Khee San Berhad,2022,AR02,3,[MDA_P003],true,"[MDA_P003] In FYE 2022, the Group recorded total sales revenue of RM33.0 million of which domestic sales accounted for 57.6% which export sales accounted for the balance of 42.4%. The main product category of the Group is Candy.",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6203_KHEESAN_2023,KHEESAN,Khee San Berhad,2023,AR02,3,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Khee San Berhad (“KSB”) and its three (3) subsidiaries Khee San Food Industries Sdn Bhd (“KSFI”), Khee San Marketing Sdn Bhd and Mega Global Confectionary Sdn Bhd (collectively known as “the Group",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6203_KHEESAN_2024,KHEESAN,Khee San Berhad,2024,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS ANNUAL REPORT 2024,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_6432_APOLLO_2020,APOLLO,Apollo,2020,AR02,2,[MDA_P014],true,[MDA_P014] The profit after taxation had decreased by 18.26% to RM14.24 million from RM17.43 million as recorded in the previous financial year. The current financial year’s profit margin was improved by 1.46% from 24.77% to 26.23%. The low,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6432_APOLLO_2021,APOLLO,Apollo,2021,AR02,3,[MDA_P012],true,"[MDA_P012] The Group registered a turnover of RM190.39 million for the financial year ended 30 April 2021, an increase of 8.84% as compared to RM174.93 million in previous financial year ended 30 April 2020. 75.96% of the turnover was contr",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6432_APOLLO_2022,APOLLO,Apollo,2022,AR02,3,[MDA_P012],true,"[MDA_P012] The Group registered a turnover of RM188.27 million for the financial year ended 30 April 2022, a decrease of 1.11% as compared to RM190.39 million in previous financial year ended 30 April 2021. 73.88% of the turnover was contri",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6432_APOLLO_2023,APOLLO,Apollo,2023,AR02,3,[MDA_P012],true,"[MDA_P012] The Group recorded revenue of RM257.11 million for the financial year ended 30 April 2023, an increase of 36.56% as compared to RM188.27 million in the previous financial year ended 30 April 2022. The reopening of Malaysia’s bord",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_6432_APOLLO_2024,APOLLO,Apollo,2024,AR02,3,[MDA_P010],true,[MDA_P010] FINANCIAL PERFORMANCE,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7035_CCK_2020,CCK,CCK,2020,AR02,3,[MDA_P002],true,"[MDA_P002] CCK CONSOLIDATED HOLDINGS BERHAD FINANCIAL REVIEW (cont’d) OPERATIONS REVIEW - MALAYSIA Categorised as essential services, CCK’s farms (chicken and prawns), factories (chicken abattoirs and prawn processing) and retail stores wer",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7035_CCK_2021,CCK,CCK,2021,AR02,2,[MDA_P003],true,"[MDA_P003] The poultry segment was affected by overall lower volumes and declined to RM83.7 million in FY2021. Poultry sales via our own retail stores (intersegment sales) remained robust, tracking the performance of the retail segment. The",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7035_CCK_2022,CCK,CCK,2022,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Revenue RM885.7 million Profit After Tax RM63.1 million Profit Before Tax RM81.4 million Total Assets RM505.3 million Total Liabilities RM143.1 million Earnings Per Share 10.12 sen Current Ratio 2,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7035_CCK_2022,CCK,CCK,2022,AR03,5,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Revenue RM885.7 million Profit After Tax RM63.1 million Profit Before Tax RM81.4 million Total Assets RM505.3 million Total Liabilities RM143.1 million Earnings Per Share 10.12 sen Current Ratio 2,weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7035_CCK_2023,CCK,CCK,2023,AR02,2,[MDA_P009],true,"[MDA_P009] The poultry segment reported a total segment revenue of RM336.6 million for FY2023, a 2.7% improvement from the same period last year. This was driven by improved demand for poultry products to institutional clients and consumer",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7035_CCK_2023,CCK,CCK,2023,AR03,2,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION & ANALYSIS Profit Before Tax RM107.44 million Total Liabilities RM144.69 million Revenue RM980.75 million Total Assets RM576.25 million Profit After Tax RM83.36 million Current Ratio 2.68 times Earnings Per,weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7035_CCK_2024,CCK,CCK,2024,AR02,2,[MDA_P003],true,[MDA_P003] CCK CONSOLIDATED HOLDINGS BERHAD 6 | The Management Discussion and Analysis (“MD&A”) is intended to provide the stakeholder with operational and financial highlights of CCK Consolidated Holdings Berhad (“CCK” or “the Group”) for,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7035_CCK_2024,CCK,CCK,2024,AR03,2,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Profit Before Tax RM 112.03 million Current Ratio 3.91 times Earnings Per Share 11.51 sen Revenue RM 1,057.65 million Profit After Tax RM 71.58 million Total Assets RM 767.96 million Total Liabi",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7103_SPRITZER_2020,SPRITZER,SPRITZER,2020,AR02,3,[MDA_P002],true,"[MDA_P002] For Financial Year Ended December 31, 2020",weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_7103_SPRITZER_2021,SPRITZER,SPRITZER,2021,AR02,3,[MDA_P003],true,"[MDA_P003] ECONOMIC OVERVIEW The ongoing COVID-19 pandemic continued to impact the global and domestic economic activities in 2021. The world was slowly adjusting to the new normal and vaccinations became available, the global economy gradu",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7103_SPRITZER_2022,SPRITZER,SPRITZER,2022,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis For Financial Year Ended December 31, 2022",weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_7103_SPRITZER_2023,SPRITZER,SPRITZER,2023,AR02,2,[MDA_P006],true,"[MDA_P006] Revenue, Results and Dividend The Group recorded a new high in annual revenue of RM490.7 million in the financial year ended December 31, 2023, a significant increase of 13% from the previous year’s revenue of RM433.3 million, ma",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7103_SPRITZER_2024,SPRITZER,SPRITZER,2024,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis BUSINESS AND OPERATIONS OVERVIEW The Malaysian economy grew by 5.0% in the fourth quarter of 2024. This performance was supported by strong expansion in investment activities, growth in export o",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7103_SPRITZER_2024,SPRITZER,SPRITZER,2024,AR04,5,[MDA_P001],true,"[MDA_P001] Management Discussion and Analysis BUSINESS AND OPERATIONS OVERVIEW The Malaysian economy grew by 5.0% in the fourth quarter of 2024. This performance was supported by strong expansion in investment activities, growth in export o",weak,missing_risk_or_outlook,partial,true,manual_review,,,
MDA_7107_OFI_2020,OFI,OFI,2020,AR02,3,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF THE GROUPS’ BUSINESS AND OPERATIONS Oriental Food Industries Holdings Berhad (""the Company” or “the Group”) has made its mark in the snack food and confectionery manufacturing indust",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7107_OFI_2021,OFI,OFI,2021,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF THE GROUPS’ BUSINESS AND OPERATIONS Oriental Food Industries Holdings Berhad (“the Company” or “the Group”) has made its mark in the snack food and confectionery manufacturing indust,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7107_OFI_2022,OFI,OFI,2022,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF THE GROUPS’ BUSINESS AND OPERATIONS Oriental Food Industries Holdings Berhad (“the Company” or “the Group”) has made its mark in the snack food and confectionery manufacturing indust,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7107_OFI_2023,OFI,OFI,2023,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF THE GROUPS’ BUSINESS AND OPERATIONS Oriental Food Industries Holdings Berhad (“the Company” or “the Group”) has made its mark in the snack food and confectionery manufacturing indust,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7167_ABLEGLOB_2020,ABLEGLOB,JOHOTIN,2020,AR02,2,[MDA_P007],true,"[MDA_P007] For the FYE 2020, the Group achieved revenue of RM502.26 million as compared to RM579.79 million in the previous financial year, a decreased of RM77.53 million. Profit before tax decreased by RM7.30 million to RM53.22 million as",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7167_ABLEGLOB_2020,ABLEGLOB,JOHOTIN,2020,AR03,2,[MDA_P007],true,"[MDA_P007] For the FYE 2020, the Group achieved revenue of RM502.26 million as compared to RM579.79 million in the previous financial year, a decreased of RM77.53 million. Profit before tax decreased by RM7.30 million to RM53.22 million as",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7167_ABLEGLOB_2021,ABLEGLOB,JOHOTIN,2021,AR02,2,[MDA_P007],true,"[MDA_P007] For FYE 2021, the Group achieved revenue of RM499.86 million as compared to RM502.26 million in the previous financial year, a decreased of RM2.4 million. Profit before tax decreased by RM1.79 million to RM51.43 million as compar",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7167_ABLEGLOB_2021,ABLEGLOB,JOHOTIN,2021,AR03,2,[MDA_P007],true,"[MDA_P007] For FYE 2021, the Group achieved revenue of RM499.86 million as compared to RM502.26 million in the previous financial year, a decreased of RM2.4 million. Profit before tax decreased by RM1.79 million to RM51.43 million as compar",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7167_ABLEGLOB_2022,ABLEGLOB,JOHOTIN,2022,AR02,2,[MDA_P047],true,"[MDA_P047] The Group, although without a dividend policy, intends to declare dividends depending on the Group’s profits generated during each financial period/year, by taking into consideration the expansion plan and future investments on c",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7167_ABLEGLOB_2022,ABLEGLOB,JOHOTIN,2022,AR03,2,[MDA_P006],true,"[MDA_P006] For FYE 2022, the Group achieved revenue of RM549.82 million as compared to RM499.86 million in the previous financial year, an increase of RM49.96 million. Profit before tax decreased by RM8.63 million to RM42.80 million as comp",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7167_ABLEGLOB_2023,ABLEGLOB,JOHOTIN,2023,AR02,2,[MDA_P047],true,"[MDA_P047] The Group, although without a dividend policy, intends to declare dividends depending on the Group’s profits generated during each financial period/year, by taking into consideration the expansion plan and future investments on c",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7167_ABLEGLOB_2023,ABLEGLOB,JOHOTIN,2023,AR03,2,[MDA_P007],true,"[MDA_P007] For FYE 2023, the Group achieved revenue of RM648.09 million as compared to RM549.82 million in the previous financial year, an increase of RM98.27 million. Profit before tax increased by RM26.39 million to RM69.19 million as com",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7167_ABLEGLOB_2024,ABLEGLOB,JOHOTIN,2024,AR02,3,[MDA_P002],true,[MDA_P002] 2. REVIEW OF FINANCIAL RESULTS AND FINANCIAL CONDITION,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7216_KAWAN_2020,KAWAN,Kawan Food,2020,AR02,3,[MDA_P001],true,[MDA_P001] Management Discussion and Analysis (cont’d) The Food and Beverage (“F&B”) industry in which we operate experienced unprecedented supply and demand volatility in FY2020. Movement restrictions impacted supply chain and operational,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7216_KAWAN_2021,KAWAN,Kawan Food,2021,AR02,3,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Dear Shareholders, On behalf of the Board and Management of Kawan Food Berhad (“Kawan” or the “Group”), I am pleased to present the Management Discussion and Analysis for financial year ended 31",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7216_KAWAN_2022,KAWAN,Kawan Food,2022,AR02,3,[MDA_P001],true,"[MDA_P001] Management Discussion & Analysis Dear Shareholders, I am proud that Kawan has a team with great people who possess strength and resilience to overcome the tough challenges over the year. Together, we have faced difficult periods",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7216_KAWAN_2023,KAWAN,Kawan Food,2023,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Revenue (2022: RM274.8 million) RM287.2 million Profit Before Taxation (2022: RM40.1 million) RM34.3 million Cash & Cash Equivalents (2022: RM98.6 million) RM104.3 million OVERVIEW In adapting t,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7216_KAWAN_2024,KAWAN,Kawan Food,2024,AR02,3,[MDA_P003],true,[MDA_P003] Kawan At A Glance This is Kawan Food Berhad Our Strategic Review Financial Statements Other Information Our Commitment to Good Corporate Governance MANAGEMENT DISCUSSION AND ANALYSIS FY2024 was a year of strategic transformation,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7237_PWROOT_2020,PWROOT,Power Root,2020,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_7237_PWROOT_2021,PWROOT,Power Root,2021,AR02,3,[MDA_P001],true,"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS This has been an extraordinary year. We have all had to adjust to living with social and economic uncertainty under new circumstances. On the personal front, parents have had to learn to supervi",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7237_PWROOT_2022,PWROOT,Power Root,2022,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Power Root Berhad Registration Number: 200601013517 (733268-U),weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,no_numeric_issue
MDA_7237_PWROOT_2023,PWROOT,Power Root,2023,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS cont’d,weak,missing_financial_content,partial,true,manual_required,manual_required,repair_output_still_invalid,not_enough_numbers
MDA_7237_PWROOT_2024,PWROOT,Power Root,2024,AR02,3,[MDA_P003],true,"[MDA_P003] To reach out to consumers, we use traditional and digital media platforms, in-store activities and promotions, and run campaigns which attract attention to our brands. We participate in joint events where we are able to promote b",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7243_MAGMA_2020,MAGMA,Impiana Hotels Bhd,2020,AR02,2,[MDA_P002],true,[MDA_P002] The Company had changed its financial year end from 31 December to 30 June during the current financial period ended 30 June 2020 (“FPE 2020”). The change in the current financial period was made to facilitate more time for our E,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7243_MAGMA_2020,MAGMA,Impiana Hotels Bhd,2020,AR03,2,[MDA_P002],true,[MDA_P002] The Company had changed its financial year end from 31 December to 30 June during the current financial period ended 30 June 2020 (“FPE 2020”). The change in the current financial period was made to facilitate more time for our E,weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7243_MAGMA_2021,MAGMA,Impiana Hotels Bhd,2021,AR02,2,[MDA_P003],true,"[MDA_P003] The summary of the Statement of Comprehensive Income is as follows: (RM ‘000) FYE 2021 FPE 2020 (18 Months) Variance FYE 2021 vs. FPE 2020 Revenue 19,499 33,818 (42%) Gross Profit (“GP”) 6,193 17,256 (64%) Gross Profit Margin (“G",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7243_MAGMA_2021,MAGMA,Impiana Hotels Bhd,2021,AR03,2,[MDA_P003],true,"[MDA_P003] The summary of the Statement of Comprehensive Income is as follows: (RM ‘000) FYE 2021 FPE 2020 (18 Months) Variance FYE 2021 vs. FPE 2020 Revenue 19,499 33,818 (42%) Gross Profit (“GP”) 6,193 17,256 (64%) Gross Profit Margin (“G",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7243_MAGMA_2022,MAGMA,Impiana Hotels Bhd,2022,AR02,2,[MDA_P003],true,"[MDA_P003] The summary of the Statement of Comprehensive Income is as follows: (RM ‘000) FPE 2022 (18 Months) FYE 2021 Variance FPE 2022 vs. FYE 2021 Revenue 26,725 19,499 37.1% Gross Profit (“GP”) 15,153 6,193 >100.0% Gross Profit Margin (",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7243_MAGMA_2022,MAGMA,Impiana Hotels Bhd,2022,AR03,2,[MDA_P003],true,"[MDA_P003] The summary of the Statement of Comprehensive Income is as follows: (RM ‘000) FPE 2022 (18 Months) FYE 2021 Variance FPE 2022 vs. FYE 2021 Revenue 26,725 19,499 37.1% Gross Profit (“GP”) 15,153 6,193 >100.0% Gross Profit Margin (",weak,missing_causal_explanation,partial,true,manual_review,,,
MDA_7243_MAGMA_2023,MAGMA,Impiana Hotels Bhd,2023,AR02,2,[MDA_P003],true,"[MDA_P003] FPE 2022 Revenue 14,458 26,725 (45.9%) Gross Profit (“GP”) 16,543 15,153 9.2% Gross Profit Margin (“GPM”) 114.4% 56.7% Administrative Expenses (12,420) (13,051) 4.8% Other Cost (17,141) (15,928) (7.6%) (Loss) Before Tax (“LBT”) (",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_7243_MAGMA_2024,MAGMA,Impiana Hotels Bhd,2024,AR02,2,[MDA_P003],true,"[MDA_P003] FYE 2023 Revenue 14,926 14,458 3.2% Gross Profit (“GP”) 16,390 16,543 (0.9%) Gross Profit Margin (“GPM”) 109.8% 114.4% Administrative Expenses (21,829) (12,420) (75.7%) Other Cost (40,582) (17,141) (>100%) (Loss) Before Tax (“LBT",acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8303_LOTUS_2020,LOTUS,Lotus KFM Berhad,2020,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) REVIEW OF GROUP’S FINANCIAL RESULTS AND FINANCIAL CONDITIONS (cont’d),acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
MDA_8303_LOTUS_2021,LOTUS,Lotus KFM Berhad,2021,AR02,3,[MDA_P001],true,[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Overview of Business and Operations Lotus KFM Berhad (“LKFM”) is principally engaged in flour milling and trading in its related products. The two main sources of revenue comprise of milling of,acceptable,numeric_review_required,partial,true,manual_review,,,numeric_review_required
