rating_id,document_id,doc_type,scoring_basis,purpose_track,review_round,reviewer_id,dimension_code,dimension_name,raw_score,scale_min,scale_max,weight_value,std_score_100,weighted_score,evidence_locator,evidence_text_short,confidence_level,comment_short,missing_type,started_at,finished_at,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,raw_output_path,numeric_check_path,parse_status,schema_validation_status
MDA_0012_3A_2022_AR01,MDA_0012_3A_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS INDUSTRY OVERVIEW As we reflected on the unparalleled pace of change from the domino impact of COVID-19, companies need to evolve to overcome challenges in order to achieve their business object",medium,"Discusses industry overview, risks, and strategic initiatives relevant to MD&A content completeness.",none,2026-06-20T08:58:06+00:00,2026-06-20T08:58:44+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:58:44+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2022_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2022_numeric_checks.json,parsed,valid
MDA_0012_3A_2022_AR02,MDA_0012_3A_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS INDUSTRY OVERVIEW As we reflected on the unparalleled pace of change from the domino impact of COVID-19, companies need to evolve to overcome challenges in order to achieve their business object",medium,Python numeric_checker: Numeric checks lack explanation for revenue growth and profit decline.,none,2026-06-20T08:58:06+00:00,2026-06-20T08:58:44+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:58:44+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2022_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2022_numeric_checks.json,parsed,valid
MDA_0012_3A_2022_AR03,MDA_0012_3A_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,2,1,5,0.3,25.0,7.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS INDUSTRY OVERVIEW As we reflected on the unparalleled pace of change from the domino impact of COVID-19, companies need to evolve to overcome challenges in order to achieve their business object",medium,Lacks specific operating analysis details and focuses on general industry trends.,none,2026-06-20T08:58:06+00:00,2026-06-20T08:58:44+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:58:44+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2022_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2022_numeric_checks.json,parsed,valid
MDA_0012_3A_2022_AR04,MDA_0012_3A_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P002],"[MDA_P002] Nevertheless, the pace of economic recovery is also dependent on other factors, including the efforts in mitigating the downside risks, such as geopolitical uncertainties, global inflation as well as tightening financial conditions, as stated in the",medium,Discusses risk management processes and external factors impacting the business. Evidence locator repaired to paragraph present in the dimension context.,none,2026-06-20T08:58:06+00:00,2026-06-20T08:58:44+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:58:44+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2022_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2022_numeric_checks.json,parsed,valid
MDA_0012_3A_2022_AR05,MDA_0012_3A_2022,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,2,1,5,0.1,25.0,2.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS INDUSTRY OVERVIEW As we reflected on the unparalleled pace of change from the domino impact of COVID-19, companies need to evolve to overcome challenges in order to achieve their business object",medium,Lacks specific financial data and focuses on general statements.,none,2026-06-20T08:58:06+00:00,2026-06-20T08:58:44+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:58:44+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2022_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2022_numeric_checks.json,parsed,valid
MDA_0012_3A_2023_AR01,MDA_0012_3A_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Revenue RM 603.9 million Profit After Tax (PAT) RM 45.2 million 1.0 Three-A Resources Management Discussion & Analysis Business Overview Three-A Resources Berhad (""3A"" or ""the Company"") is an in",medium,"Discusses business overview, revenue, and profit, but lacks margin discussion",none,2026-06-20T08:58:44+00:00,2026-06-20T08:59:20+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:20+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2023_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2023_numeric_checks.json,parsed,valid
MDA_0012_3A_2023_AR02,MDA_0012_3A_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Revenue RM 603.9 million Profit After Tax (PAT) RM 45.2 million 1.0 Three-A Resources Management Discussion & Analysis Business Overview Three-A Resources Berhad (""3A"" or ""the Company"") is an in",medium,"Python numeric_checker: numeric_check_summary indicates moderate consistency, but no calculable changes or checks are present",none,2026-06-20T08:58:44+00:00,2026-06-20T08:59:20+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:20+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2023_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2023_numeric_checks.json,parsed,valid
MDA_0012_3A_2023_AR03,MDA_0012_3A_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,4,1,5,0.3,75.0,22.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Revenue RM 603.9 million Profit After Tax (PAT) RM 45.2 million 1.0 Three-A Resources Management Discussion & Analysis Business Overview Three-A Resources Berhad (""3A"" or ""the Company"") is an in",medium,"Discusses revenue, profit, and business operations with specific figures and context.",none,2026-06-20T08:58:44+00:00,2026-06-20T08:59:20+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:20+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2023_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2023_numeric_checks.json,parsed,valid
MDA_0012_3A_2023_AR04,MDA_0012_3A_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P003],"[MDA_P003] This moderation stemmed from various external challenges, including a slowdown in global trade, the impact of the global tech downcycle, geopolitical tensions, and the implementation of tighter monetary policies. In spite of this",medium,Discusses external risks and forward-looking economic outlook with relevant data.,none,2026-06-20T08:58:44+00:00,2026-06-20T08:59:20+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:20+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2023_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2023_numeric_checks.json,parsed,valid
MDA_0012_3A_2023_AR05,MDA_0012_3A_2023,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,4,1,5,0.1,75.0,7.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Revenue RM 603.9 million Profit After Tax (PAT) RM 45.2 million 1.0 Three-A Resources Management Discussion & Analysis Business Overview Three-A Resources Berhad (""3A"" or ""the Company"") is an in",medium,Clear structure and concise language in the business overview section.,none,2026-06-20T08:58:44+00:00,2026-06-20T08:59:20+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:20+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2023_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2023_numeric_checks.json,parsed,valid
MDA_0012_3A_2024_AR01,MDA_0012_3A_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Profit After Tax (PAT) (RM'000) RM43,449 Revenue (RM'000) RM557,116 Industry Overview Three-A Resources Berhad (""3A"" or ""the Group"") continues to strengthen its position as a manufacturer of hig",medium,"Discusses industry overview, strategic focus, macroeconomic factors, and operational performance.",none,2026-06-20T08:59:20+00:00,2026-06-20T08:59:55+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:55+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2024_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2024_numeric_checks.json,parsed,valid
MDA_0012_3A_2024_AR02,MDA_0012_3A_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,3,1,5,0.25,50.0,12.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Profit After Tax (PAT) (RM'000) RM43,449 Revenue (RM'000) RM557,116 Industry Overview Three-A Resources Berhad (""3A"" or ""the Group"") continues to strengthen its position as a manufacturer of hig",medium,"Python numeric_checker: numeric_check_summary indicates not enough numbers, but financial figures are present without consistency checks",none,2026-06-20T08:59:20+00:00,2026-06-20T08:59:55+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:55+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2024_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2024_numeric_checks.json,parsed,valid
MDA_0012_3A_2024_AR03,MDA_0012_3A_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,2,1,5,0.3,25.0,7.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Profit After Tax (PAT) (RM'000) RM43,449 Revenue (RM'000) RM557,116 Industry Overview Three-A Resources Berhad (""3A"" or ""the Group"") continues to strengthen its position as a manufacturer of hig",medium,"Lacks detailed operating analysis specificity, focusing on general statements rather than specific operational metrics or analysis.",none,2026-06-20T08:59:20+00:00,2026-06-20T08:59:55+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:55+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2024_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2024_numeric_checks.json,parsed,valid
MDA_0012_3A_2024_AR04,MDA_0012_3A_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,4,1,5,0.2,75.0,15.0,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Profit After Tax (PAT) (RM'000) RM43,449 Revenue (RM'000) RM557,116 Industry Overview Three-A Resources Berhad (""3A"" or ""the Group"") continues to strengthen its position as a manufacturer of hig",medium,"Discusses risks, macroeconomic factors, and forward-looking strategies.",none,2026-06-20T08:59:20+00:00,2026-06-20T08:59:55+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:55+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2024_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2024_numeric_checks.json,parsed,valid
MDA_0012_3A_2024_AR05,MDA_0012_3A_2024,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR05,MD&A readability and structural clarity,4,1,5,0.1,75.0,7.5,[MDA_P001],"[MDA_P001] MANAGEMENT DISCUSSION AND ANALYSIS Profit After Tax (PAT) (RM'000) RM43,449 Revenue (RM'000) RM557,116 Industry Overview Three-A Resources Berhad (""3A"" or ""the Group"") continues to strengthen its position as a manufacturer of hig",medium,Clear structure with relevant sections and logical flow.,none,2026-06-20T08:59:20+00:00,2026-06-20T08:59:55+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T08:59:55+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0012_3A_2024_AR05_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0012_3A_2024_numeric_checks.json,parsed,valid
MDA_0212_SDS_2020_AR01,MDA_0212_SDS_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR01,MD&A content completeness,4,1,5,0.15,75.0,11.25,[MDA_P001],"[MDA_P001] management discussion and analysis Dear valued shareholders, it is our pleasure to present the Annual Report and Audited Financial Statements of SDS Group Berhad (“SDS Group” or the “Group”) for the financial year ended 31 March",medium,"Discusses business overview, strategies, and market presence with sufficient detail.",none,2026-06-20T08:59:55+00:00,2026-06-20T09:00:32+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:00:32+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0212_SDS_2020_AR01_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0212_SDS_2020_numeric_checks.json,parsed,valid
MDA_0212_SDS_2020_AR02,MDA_0212_SDS_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR02,MD&A internal numeric consistency and traceability,2,1,5,0.25,25.0,6.25,[MDA_P009],"[MDA_P009] Due to the outbreak of the COVID-19 pandemic, the Group has experienced lower revenue from the retail channel since February 2020 as consumers began to avoid crowded places. However, during this period, some of the fixed overhead",medium,Python numeric_checker: numeric_check_summary indicates a material discrepancy in margin calculation but lacks detailed explanation of the inconsistency.,none,2026-06-20T08:59:55+00:00,2026-06-20T09:00:32+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:00:32+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0212_SDS_2020_AR02_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0212_SDS_2020_numeric_checks.json,parsed,valid
MDA_0212_SDS_2020_AR03,MDA_0212_SDS_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR03,Operating analysis specificity,2,1,5,0.3,25.0,7.5,[MDA_P008],"[MDA_P008] ANNUAL REPORT 2020 | SDS GROUP BERHAD management discussion and analysis YEAR ON YEAR FINANCIAL REVIEW Financial Indicators FY2020 RM’000 FY2019 RM’000 Difference (%) Revenue 191,520 187,129 2.4 Gross Profit 57,193 57,100 0.2 Gro",medium,Financial indicators are presented but lack detailed analysis of operating performance drivers.,none,2026-06-20T08:59:55+00:00,2026-06-20T09:00:32+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:00:32+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0212_SDS_2020_AR03_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0212_SDS_2020_numeric_checks.json,parsed,valid
MDA_0212_SDS_2020_AR04,MDA_0212_SDS_2020,mda,mda_disclosure_quality,mda_general_quality,initial,local_qwen3_8b,AR04,MD&A internal risk and forward-looking disclosure,2,1,5,0.2,25.0,5.0,[MDA_P015],"[MDA_P015] Furthermore, the changes in customers’ spending behaviour towards online purchasing has contributed to an increase in delivery sales revenue. The global economy experienced a sharp moderation in the first quarter of 2020. The pan",medium,Discusses pandemic impact on revenue but lacks specific forward-looking financial disclosures.,none,2026-06-20T08:59:55+00:00,2026-06-20T09:00:32+00:00,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,mda_single_dimension_context_v2,2026-06-20T09:00:32+00:00,06_scoring/05_raw_model_outputs/mda_final_full/MDA_0212_SDS_2020_AR04_attempt_1.json,06_scoring/03_numeric_checks/mda_v2/MDA_0212_SDS_2020_numeric_checks.json,parsed,valid
