document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,relevance_confidence_tier,relevance_status_original,relevance_needs_manual_review,relevance_review_reason,model_confidence_tier,strict_company_focus_flag,suspect_not_company_focused,company_focus_reason,final_dataset_version,final_include_flag,low_confidence_flag,source_input_path,source_ratings_long_path,freeze_timestamp,company_focus_status,strict_main_sample_include
NEWS_GCB_2024_10_10_760f239c42,news,Guan Chong Berhad,GCB,The Star,2024-10-10,Analysts positive on Guan Chong's growth prospects following Ivory Coast acquisition,https://www.thestar.com.my/business/business-news/2024/10/10/analysts-positive-on-guan-chong039s-growth-prospects-following-ivory-coast-acquisition,medium,medium_confidence_company_news,,5,75.0,B,4,4,4,4,4,75.0,75.0,75.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:26:50+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_GCB_2024_10_09_d838cb0e39,news,Guan Chong Berhad,GCB,The Star,2024-10-09,Guan Chong plans purchase of 25% equity in Ivory Coast cocoa processor,https://www.thestar.com.my/business/business-news/2024/10/09/guan-chong-plans-purchase-of-25-equity-in-ivory-coast-cocoa-processor,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:27:02+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_KAWAN_2024_10_17_73ac524c0a,news,Kawan Food,KAWAN,The Star,2024-10-17,Lim Hun Soon is chairman of Kawan Food,https://www.thestar.com.my/business/business-news/2024/10/17/lim-hun-soon-is-chairman-of-kawan-food,high,high_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:05+00:00,low,low_confidence_company_news,Yes,ticker_only_title_context,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_KAWAN_2024_08_22_df0cfefb2c,news,Kawan Food,KAWAN,The Star,2024-08-22,Kawan benefitting from strong foreign demand,https://www.thestar.com.my/business/business-news/2024/08/22/kawan-benefitting-from-strong-foreign-demand,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:19+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_11_28_908d08456a,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-11-28,MSM Malaysia says low raw sugar prices bolster 2026 prospects,https://www.thestar.com.my/business/business-news/2025/11/28/msm-malaysia-says-low-raw-sugar-prices-bolster-2026-prospects,high,high_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:44+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_09_18_bba3204f63,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-09-18,Felda: Abolish permits for refined sugar,https://www.thestar.com.my/news/nation/2025/09/18/felda-abolish-permits-for-refined-sugar,high,high_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:00+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_07_03_50b881c980,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-07-03,MSM appoints new acting group CEO,https://www.thestar.com.my/business/business-news/2025/07/03/msm-appoints-new-acting-group-ceo,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:27+00:00,low,low_confidence_company_news,Yes,ticker_only_title_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_06_20_60bfc7df84,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-06-20,"Refined sugar to stay tax-exempt, says Finance Ministry",https://www.thestar.com.my/news/nation/2025/06/20/refined-sugar-to-stay-tax-exempt-says-finance-ministry,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:48+00:00,high,high_confidence_company_news,No,,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_06_20_ee796bcae3,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-06-20,MSM Malaysia aims to increase export volumes,https://www.thestar.com.my/business/business-news/2025/06/20/msm-malaysia-aims-to-increase-export-volumes,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:00+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_06_19_1ebde10200,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-06-19,MSM reiterates call for tariff to curb dumping of imported sugar,https://www.thestar.com.my/business/business-news/2025/06/19/msm-reiterates-call-for-tariff-to-curb-dumping-of-imported-sugar,medium,medium_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:14+00:00,low,low_confidence_company_news,Yes,ticker_only_title_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2025_03_20_3508a07a0e,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-03-20,"MSM plans Tg Langsat as sugar export hub, eyes new markets",https://www.thestar.com.my/business/business-news/2025/03/20/msm-plans-tg-langsat-as-sugar-export-hub-eyes-new-markets,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:28+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_08_23_14b0cd98e7,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-08-23,MSM to strengthen domestic sales,https://www.thestar.com.my/business/business-news/2024/08/23/msm-to-strengthen-domestic-sales,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:56+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_08_22_7db1515566,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-08-22,MSM posts bigger loss in 2Q,https://www.thestar.com.my/business/business-news/2024/08/22/msm-posts-bigger-loss-in-2q,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:09+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_06_06_16d8068e4d,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-06-06,"MSM Malaysia to continue managing sugar price hedging, looks forward to new mechanism",https://www.thestar.com.my/business/business-news/2024/06/06/msm-malaysia-to-continue-managing-sugar-price-hedging-looks-forward-to-new-mechanism,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:24+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_MSM_2024_05_23_2dda81547f,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-05-23,MSM Malaysia registers 1Q net profit of RM41.71mil on improved margins,https://www.thestar.com.my/business/business-news/2024/05/23/msm-malaysia-registers-1q-net-profit-of-rm4171mil-on-improved-margins,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:38+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
