document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp
NEWS_APOLLO_2024_12_04_40774629ea,news,Apollo,APOLLO,The Star,2024-12-04,Apollo Food registers higher net profit of RM10.62mil in 2Q,https://www.thestar.com.my/business/business-news/2024/12/04/apollo-food-registers-higher-net-profit-of-rm1062mil-in-2q,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:24:01+00:00
NEWS_APOLLO_2024_06_13_6fae37e79e,news,Apollo,APOLLO,The Star,2024-06-13,Apollo’s net profit jumps 70% to RM53.8mil in FY24,https://www.thestar.com.my/business/business-news/2024/06/13/apollos-net-profit-jumps-70-to-rm538mil-in-fy24,medium,medium_confidence_company_news,,5,71.25,B,4,4,3,4,4,75.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:24:13+00:00
NEWS_APOLLO_2024_03_20_80c1e51215,news,Apollo,APOLLO,The Star,2024-03-20,Apollo Food to address shareholding spread,https://www.thestar.com.my/business/business-news/2024/03/20/apollo-food-to-address-shareholding-spread,high,high_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:24:25+00:00
NEWS_APOLLO_2024_03_20_135b27aed9,news,Apollo,APOLLO,The Star,2024-03-20,Investors take cautious approach as US rate decision looms,https://www.thestar.com.my/business/business-news/2024/03/20/investors-take-cautious-approach-as-us-rate-decision-looms,medium,medium_confidence_company_news,,5,70.0,B,4,4,4,3,4,75.0,75.0,75.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:24:39+00:00
NEWS_APOLLO_2024_03_19_ac1666c08d,news,Apollo,APOLLO,The Star,2024-03-19,"Profit-taking in the market, KLCI down 8.68 points",https://www.thestar.com.my/business/business-news/2024/03/19/profit-taking-in-the-market-klci-down-868-points,medium,medium_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:24:52+00:00
NEWS_APOLLO_2024_03_20_6608331c4a,news,Apollo,APOLLO,The Star,2024-03-20,Banks lead Bursa blue-chips lower,https://www.thestar.com.my/business/business-news/2024/03/20/banks-lead-bursa-blue-chips-lower,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:25:08+00:00
NEWS_CARLSBG_2025_06_26_768e2d1e41,news,Carlsberg Brewery Malaysia Berhad,CARLSBG,The Star,2025-06-26,A toast to diversity,https://www.thestar.com.my/starpicks/2025/06/26/a-toast-to-diversity,high,high_confidence_company_news,,5,72.5,B,4,4,4,3,5,75.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:25:25+00:00
NEWS_FFB_2025_08_28_227fccdd6a,news,FarmFresh,FFB,The Star,2025-08-28,Negeri Sembilan lifts nearly 30% of poor households out of poverty,https://www.thestar.com.my/news/nation/2025/08/28/negeri-sembilan-lifts-nearly-30-of-poor-households-out-of-poverty,high,high_confidence_company_news,,5,80.0,B,5,4,4,3,5,100.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:25:40+00:00
NEWS_FFB_2025_07_06_69d9a8cfbc,news,FarmFresh,FFB,The Star,2025-07-06,"‘Form Six, not a last resort’",https://www.thestar.com.my/news/education/2025/07/06/form-six-not-a-last-resort,high,high_confidence_company_news,,5,80.0,B,5,4,4,3,5,100.0,75.0,75.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:26:02+00:00
NEWS_FFB_2024_11_29_52934062fa,news,FarmFresh,FFB,The Star,2024-11-29,Farm Fresh wins Brand of the Year in dairy for the second time,https://www.thestar.com.my/news/nation/2024/11/29/farm-fresh-wins-brand-of-the-year-in-dairy-for-the-second-time,high,high_confidence_company_news,,5,62.5,C,4,3,3,3,5,75.0,50.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:26:16+00:00
NEWS_FFB_2024_03_25_6d7e0b33b8,news,FarmFresh,FFB,The Star,2024-03-25,Nurturing a community of empowered mothers,https://www.thestar.com.my/metro/metro-news/2024/03/25/nurturing-a-community-of-empowered-mothers,high,high_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:26:33+00:00
NEWS_GCB_2024_10_10_760f239c42,news,Guan Chong Berhad,GCB,The Star,2024-10-10,Analysts positive on Guan Chong's growth prospects following Ivory Coast acquisition,https://www.thestar.com.my/business/business-news/2024/10/10/analysts-positive-on-guan-chong039s-growth-prospects-following-ivory-coast-acquisition,medium,medium_confidence_company_news,,5,75.0,B,4,4,4,4,4,75.0,75.0,75.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:26:50+00:00
NEWS_GCB_2024_10_09_d838cb0e39,news,Guan Chong Berhad,GCB,The Star,2024-10-09,Guan Chong plans purchase of 25% equity in Ivory Coast cocoa processor,https://www.thestar.com.my/business/business-news/2024/10/09/guan-chong-plans-purchase-of-25-equity-in-ivory-coast-cocoa-processor,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:27:02+00:00
NEWS_HEIM_2024_10_30_de348b2301,news,Heineken,HEIM,The Star,2024-10-30,"Tipsy-Turvy Quick Shots: Scotch for a cause, cognac craft, peachy beer",https://www.thestar.com.my/lifestyle/living/tipsy-turvy/2024/10/30/tipsy-turvy-quick-shots-scotch-for-a-cause-cognac-craft-peachy-beer,high,high_confidence_company_news,,5,63.75,C,4,4,3,3,3,75.0,75.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:27:21+00:00
NEWS_KAWAN_2025_05_02_cf4c3b6730,news,Kawan Food,KAWAN,The Star,2025-05-02,Malaysia’s halal product exports up 15% to RM62bil last year,https://www.thestar.com.my/business/business-news/2025/05/02/malaysias-halal-product-exports-up-15-to-rm62bil-last-year,medium,medium_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:27:35+00:00
NEWS_KAWAN_2025_05_01_8618bad820,news,Kawan Food,KAWAN,The Star,2025-05-01,Malaysia’s halal product exports up 15% to RM61.79bil in 2024,https://www.thestar.com.my/business/business-news/2025/05/01/malaysias-halal-product-exports-up-15-to-rm6179bil-in-2024,medium,medium_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:27:54+00:00
NEWS_KAWAN_2024_10_17_73ac524c0a,news,Kawan Food,KAWAN,The Star,2024-10-17,Lim Hun Soon is chairman of Kawan Food,https://www.thestar.com.my/business/business-news/2024/10/17/lim-hun-soon-is-chairman-of-kawan-food,high,high_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:05+00:00
NEWS_KAWAN_2024_08_22_df0cfefb2c,news,Kawan Food,KAWAN,The Star,2024-08-22,Kawan benefitting from strong foreign demand,https://www.thestar.com.my/business/business-news/2024/08/22/kawan-benefitting-from-strong-foreign-demand,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:19+00:00
NEWS_LOTUS_2024_11_29_b667d9d01f,news,Lotus KFM Berhad,LOTUS,The Star,2024-11-29,Lotus KFM eyes growth with bioenergy and plantation ventures,https://www.thestar.com.my/business/business-news/2024/11/29/lotus-kfm-eyes-growth-with-bioenergy-and-plantation-ventures,medium,medium_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:31+00:00
NEWS_MSM_2025_11_28_908d08456a,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-11-28,MSM Malaysia says low raw sugar prices bolster 2026 prospects,https://www.thestar.com.my/business/business-news/2025/11/28/msm-malaysia-says-low-raw-sugar-prices-bolster-2026-prospects,high,high_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:28:44+00:00
NEWS_MSM_2025_09_18_bba3204f63,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-09-18,Felda: Abolish permits for refined sugar,https://www.thestar.com.my/news/nation/2025/09/18/felda-abolish-permits-for-refined-sugar,high,high_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:00+00:00
NEWS_MSM_2025_09_11_d997c2e9df,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-09-11,Switch to value stocks holds investor potential,https://www.thestar.com.my/business/business-news/2025/09/11/switch-to-value-stocks-holds-investor-potential,medium,medium_confidence_company_news,,5,77.5,B,4,4,4,4,5,75.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:16+00:00
NEWS_MSM_2025_07_03_50b881c980,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-07-03,MSM appoints new acting group CEO,https://www.thestar.com.my/business/business-news/2025/07/03/msm-appoints-new-acting-group-ceo,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:27+00:00
NEWS_MSM_2025_07_02_5b7f705160,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-07-02,MSM appoints Hasni Ahmad as acting CEO following Syed Feizal’s resignation,https://www.thestar.com.my/business/business-news/2025/07/02/msm-appoints-hasni-ahmad-as-acting-ceo-following-syed-feizals-resignation,medium,medium_confidence_company_news,,5,76.25,B,5,4,3,3,5,100.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:36+00:00
NEWS_MSM_2025_06_20_60bfc7df84,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-06-20,"Refined sugar to stay tax-exempt, says Finance Ministry",https://www.thestar.com.my/news/nation/2025/06/20/refined-sugar-to-stay-tax-exempt-says-finance-ministry,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:29:48+00:00
NEWS_MSM_2025_06_20_ee796bcae3,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-06-20,MSM Malaysia aims to increase export volumes,https://www.thestar.com.my/business/business-news/2025/06/20/msm-malaysia-aims-to-increase-export-volumes,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:00+00:00
NEWS_MSM_2025_06_19_1ebde10200,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-06-19,MSM reiterates call for tariff to curb dumping of imported sugar,https://www.thestar.com.my/business/business-news/2025/06/19/msm-reiterates-call-for-tariff-to-curb-dumping-of-imported-sugar,medium,medium_confidence_company_news,,5,81.25,B,5,4,3,4,5,100.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:14+00:00
NEWS_MSM_2025_03_20_3508a07a0e,news,MSM Malaysia Holdings Berhad,MSM,The Star,2025-03-20,"MSM plans Tg Langsat as sugar export hub, eyes new markets",https://www.thestar.com.my/business/business-news/2025/03/20/msm-plans-tg-langsat-as-sugar-export-hub-eyes-new-markets,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:28+00:00
NEWS_MSM_2024_08_29_999c6cd4ed,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-08-29,FGV on track for a better 2H on rising production,https://www.thestar.com.my/business/business-news/2024/08/29/fgv-on-track-for-a-better-2h-on-rising-production,medium,medium_confidence_company_news,,5,75.0,B,4,4,4,4,4,75.0,75.0,75.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:43+00:00
NEWS_MSM_2024_08_23_14b0cd98e7,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-08-23,MSM to strengthen domestic sales,https://www.thestar.com.my/business/business-news/2024/08/23/msm-to-strengthen-domestic-sales,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:30:56+00:00
NEWS_MSM_2024_08_22_7db1515566,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-08-22,MSM posts bigger loss in 2Q,https://www.thestar.com.my/business/business-news/2024/08/22/msm-posts-bigger-loss-in-2q,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:09+00:00
NEWS_MSM_2024_06_06_16d8068e4d,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-06-06,"MSM Malaysia to continue managing sugar price hedging, looks forward to new mechanism",https://www.thestar.com.my/business/business-news/2024/06/06/msm-malaysia-to-continue-managing-sugar-price-hedging-looks-forward-to-new-mechanism,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:24+00:00
NEWS_MSM_2024_05_23_2dda81547f,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-05-23,MSM Malaysia registers 1Q net profit of RM41.71mil on improved margins,https://www.thestar.com.my/business/business-news/2024/05/23/msm-malaysia-registers-1q-net-profit-of-rm4171mil-on-improved-margins,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:38+00:00
NEWS_MSM_2024_04_04_648fba36a4,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-04-04,MSM on track for sweeter bottom line,https://www.thestar.com.my/business/business-news/2024/04/04/msm-on-track-for-sweeter-bottom-line,medium,medium_confidence_company_news,,5,71.25,B,4,4,3,4,4,75.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:31:57+00:00
NEWS_MSM_2024_04_03_a72ab8d0fd,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-04-03,FGV targets submission of petition to US customs by end-June,https://www.thestar.com.my/business/business-news/2024/04/03/fgv-targets-submission-of-petition-to-us-customs-by-end-june,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:32:12+00:00
NEWS_MSM_2024_03_21_a984e37e6d,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-03-21,Lack of refinement in sugar policy,https://www.thestar.com.my/news/nation/2024/03/21/lack-of-refinement-in-sugar-policy,medium,medium_confidence_company_news,,5,63.75,C,3,4,3,4,4,50.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:32:29+00:00
NEWS_MSM_2024_03_20_79c58f6fd3,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-03-20,Govt acknowledges providing incentives to sugar producer after stopping sugar subsidies,https://www.thestar.com.my/news/nation/2024/03/20/govt-acknowledges-providing-incentives-to-sugar-producer-after-stopping-sugar-subsidies,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:32:47+00:00
NEWS_MSM_2024_02_28_5730d0c5ba,news,MSM Malaysia Holdings Berhad,MSM,The Star,2024-02-28,"Quit flip-flopping on sugar policies, Dr Wee tells govt",https://www.thestar.com.my/news/nation/2024/02/28/quit-flip-flopping-on-sugar-policies-dr-wee-tells-govt,high,high_confidence_company_news,,5,91.25,A,5,5,4,4,5,100.0,100.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:33:01+00:00
